ID	TCGA-CV-6959-11A-01R-1915-07	TCGA-CV-6961-11A-01R-1915-07	TCGA-HD-8635-11A-01R-2403-07	TCGA-CV-7255-11A-01R-2016-07	TCGA-HD-A6HZ-11A-11R-A31N-07	TCGA-CV-7406-11A-01R-2081-07	TCGA-CV-6939-11A-01R-1915-07	TCGA-H7-A6C4-11A-21R-A466-07	TCGA-CV-7103-11A-01R-2016-07	TCGA-CV-6933-11A-01R-1915-07	TCGA-CV-6943-11A-01R-1915-07	TCGA-CV-7438-11A-01R-2132-07	TCGA-CV-6956-11A-01R-2016-07	TCGA-CV-7238-11A-01R-2016-07	TCGA-CV-6934-11A-01R-1915-07	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
ATG2B	2.355401	2.078622	3.290642	2.531434	0.7730932	1.610939	1.951846	1.76597	2.99907	1.021786	2.588895	2.18991	1.535516	2.058876	1.846542	2.482154	2.459319	1.488131	2.242313	7.977265	2.194714	2.903095	1.791112	2.400834	2.447766	3.639081	1.553482	2.295334	4.145545	3.114909	2.804078	2.089521	2.122873	1.491947	4.239445	0.8447085	2.935493	1.342389	2.657972	2.408728	2.579724	1.172706	3.302831	0.8273866	1.955888	1.698643	2.229058	3.324059	1.723765	1.449084	2.161846	1.272889	1.680209	2.340362	1.321002	5.775621	5.359182	1.328085	2.603543	3.420554	2.251145	1.854369	4.080547	2.567262	4.044625	2.154476	2.915087	1.646779	1.550133	2.736698	1.51526	2.703718	2.453332	1.913611	2.985959	2.510651	1.406579	3.227221	1.827403	1.553431	3.128398	1.583311	1.353804	2.447819	0.3882308	2.250493	1.27387	2.386794	3.071049	1.912182	3.317107	2.20084	2.319509	2.641285	2.938314	2.08769	1.703303	2.637743	2.631559	2.437881	2.999527	0.9973421	3.539334	2.879368	2.15989	2.973811	3.077516	0.846193	2.34751	1.33255	3.979301	1.97062	2.797297	1.053169	3.561908	3.249537	1.471887	1.571849	1.40257	3.817253	0.5222839	3.252446	2.53781	2.482545	2.76926	3.399563	1.83786	3.374182	3.543798	2.388196	1.58666	2.363384	2.283155	3.36099	2.933349	2.145827	2.169811	2.067174	2.323493	1.356265	3.777762	2.709624	1.879422	1.939182	3.478685	2.730316	2.797237	2.624264	3.034033	3.491825	2.483526	2.08032	1.542795	2.356112	1.549105	3.114308	1.949753	1.64004	1.492499	3.246603	2.997895	1.140294
ATG3	6.339009	7.573297	7.607273	6.990395	4.460193	4.529198	3.313385	4.703939	6.352257	3.68089	7.053434	8.162741	6.382828	5.013686	6.790489	5.961844	12.75267	10.65278	6.159414	11.26923	5.110697	6.609405	6.246736	8.467288	9.918892	6.86782	11.03551	5.41658	9.15406	9.361537	8.453768	8.982711	7.216931	13.63963	6.01373	12.73338	7.610953	8.832266	8.140209	9.687922	11.41422	9.331726	7.923721	13.84351	9.086246	6.998559	6.768957	9.476763	7.81956	9.230561	10.10079	7.481465	5.800213	13.75812	5.163484	10.01138	7.396852	8.74021	11.64416	10.25533	5.403874	8.469077	9.275115	8.942456	9.37656	9.226534	10.71992	12.76606	7.21886	5.48162	9.98124	10.78776	9.95436	9.92806	6.04864	7.191074	7.213014	11.47655	13.62711	11.25125	23.81428	6.142582	10.38766	6.559043	3.041325	12.94758	15.4103	6.174014	14.91767	9.400897	6.448704	9.516273	7.373492	5.795028	5.880507	4.679997	6.822213	9.411957	12.41832	9.366609	9.03872	12.78387	7.113542	10.77866	10.48771	11.03437	9.790326	12.58552	7.546931	8.41044	7.093059	11.55491	6.311721	5.375915	9.768751	6.455304	9.07832	8.205293	10.10056	7.989535	3.746875	8.971453	8.770836	8.868726	8.278451	8.570743	7.745916	6.490371	8.161451	8.498875	6.555639	8.197951	7.612402	8.453084	6.131712	6.031551	6.678494	8.39581	7.888816	8.871203	9.714112	9.312059	15.85252	8.025386	8.465682	6.384479	7.286478	6.591521	8.054193	5.239703	5.819076	8.746778	10.68262	14.78143	16.38883	6.279173	11.23698	7.991751	8.736497	6.97208	5.738699	8.603094
ATG4A	5.151071	5.498356	6.028451	4.910059	2.375398	6.021381	4.349658	5.362836	4.084735	5.909736	5.013736	4.938694	4.791245	5.472402	6.522189	4.322856	5.469803	7.764936	4.533892	6.211593	3.688877	3.687647	3.693345	3.876008	6.507033	2.464278	4.417828	2.716565	9.604982	7.493461	5.771547	5.192487	4.575161	2.474761	4.498687	4.337096	5.255279	3.225931	3.734632	3.98238	3.829208	6.960194	5.085843	10.93274	8.948657	4.810239	4.521526	4.035704	4.234813	4.766264	5.36972	5.645641	4.799501	3.537692	2.716058	4.936264	4.270801	6.319168	5.517688	5.13841	3.071007	5.205332	4.350513	4.232579	4.23321	5.994488	6.565858	5.114552	3.4401	4.980819	4.110219	4.78459	10.3027	5.837508	4.901485	2.864427	6.778814	6.425947	4.352295	5.378534	4.510272	3.86347	4.542535	5.476176	5.093554	6.909425	6.282016	3.67558	7.234452	6.720525	6.972809	4.680653	4.143978	4.812853	5.190161	6.043281	4.894965	11.09629	4.238873	4.292105	4.85087	4.341718	4.499607	4.168365	5.665008	3.055164	6.30849	4.216459	1.918934	3.777812	3.032932	4.433888	5.179056	3.367156	4.189234	6.236171	5.376822	5.121514	6.071062	3.651181	2.450434	6.087602	5.142587	6.191042	3.680504	4.386729	4.259774	3.842591	3.963174	5.732875	5.151939	4.827218	4.915989	6.131966	4.034693	3.567512	3.891764	4.020901	3.651534	4.960919	8.556112	3.647478	4.782573	5.177912	5.082768	3.245787	4.999776	4.158928	5.141434	2.884041	4.659665	4.096049	3.012173	5.737995	10.07646	4.413271	4.606228	5.236804	6.94308	4.330564	2.182448	2.99011
ATG4B	4.941516	5.417069	6.169151	6.966097	8.905548	4.404792	3.489162	4.947056	5.551609	2.863396	4.993695	5.901235	6.538224	4.235961	5.649838	5.972414	9.476656	5.351746	5.316196	4.993891	5.035891	7.186991	4.438965	6.849056	7.235858	5.989009	7.363677	5.426177	9.82465	8.791941	5.828831	4.598236	8.475767	9.941816	4.013743	15.87667	5.826131	11.19274	5.746624	5.241483	8.259673	4.387095	3.695259	5.44176	8.320718	7.276853	3.924483	5.88061	11.3598	4.830328	9.378712	6.502268	5.79542	8.51367	6.113026	7.81391	5.207781	5.929467	10.77973	12.62273	6.520948	3.052845	7.353642	3.007516	7.035119	6.004227	5.77818	20.73965	7.375882	4.465626	6.476223	5.611978	6.534593	7.281603	4.534769	7.023037	7.058093	5.705907	5.385532	6.752691	9.458482	5.532754	4.768928	6.802496	12.08205	6.061219	3.821809	7.49871	9.121925	4.338601	8.328428	6.170937	7.004538	5.180047	4.751038	7.418371	3.604993	5.315206	4.857018	6.105813	5.91478	11.1176	6.214466	7.193522	9.871785	5.819499	5.93261	8.43426	6.988759	8.519325	10.07673	5.569089	7.237927	10.04361	6.485919	5.516514	8.77982	7.024889	7.370893	3.001568	4.89313	6.355639	7.051787	4.848531	4.868711	6.446824	4.501853	4.183997	7.539952	6.269868	6.032552	5.485858	8.326736	5.135004	4.208265	6.242646	3.075532	6.267172	4.113731	10.74436	5.196476	6.073547	9.502459	5.641241	7.577637	6.052973	6.163558	5.608788	4.784674	4.393169	8.174279	6.566059	9.641554	3.713859	6.157596	4.932398	6.11186	7.710692	7.017002	5.321549	9.431305	16.92814
ATG4C	1.778861	1.907112	1.891241	2.557846	1.186035	1.209711	2.043582	1.223112	2.139609	2.150637	1.623158	2.368834	1.925991	1.523149	1.905492	2.693305	4.356484	2.470139	2.40265	3.037266	2.578872	2.101123	1.987738	2.281642	2.328572	2.811894	2.559593	2.772851	4.914016	3.593645	2.00622	2.856872	2.744324	4.293346	2.195609	3.824883	2.800679	3.880436	1.963958	2.324419	3.251675	4.169202	2.282078	5.697377	2.548172	1.934698	2.536842	2.6202	3.332862	2.377477	2.167415	2.335919	2.052679	3.24996	1.885103	2.943185	3.29251	3.619475	5.038237	4.256205	3.524484	1.843155	2.620491	3.987597	2.181126	3.940779	1.006774	3.676453	3.492111	2.815925	2.07471	3.611415	2.420204	7.638737	2.452108	3.284632	2.192689	2.424323	4.371966	2.910313	3.150233	1.678216	3.906685	2.125751	1.519997	2.818609	4.667658	3.468936	6.283059	1.774696	1.796374	1.667608	2.75953	3.663398	1.885697	2.046502	1.93483	3.116704	3.460381	2.051377	3.667658	3.281375	3.39067	2.358981	2.537697	2.737234	3.657414	2.260121	3.393316	3.572093	2.150781	2.642892	3.647714	1.769372	3.013302	2.535971	2.881402	4.193594	3.13785	3.029728	1.648014	2.502429	1.880399	2.698892	1.836241	1.644682	3.508723	3.738817	3.165435	2.885549	1.720899	4.436775	3.002897	2.70701	2.072802	1.478518	1.218939	2.522868	2.091711	2.766525	2.740489	2.428904	2.985826	2.224385	3.491742	2.47523	1.865015	2.72115	3.561212	2.748373	3.693035	2.188531	2.917301	2.962365	4.847895	2.556051	4.113276	4.225292	3.954053	2.89629	2.782998	1.266046
ATG4D	10.20412	11.17627	12.40216	13.80124	9.657965	10.45059	8.360952	9.543413	9.660426	4.573915	9.611763	10.94535	12.17792	7.637991	11.8923	12.34751	6.201304	10.23052	5.694387	12.21999	6.077177	10.8029	10.34522	9.060065	8.925161	8.25705	9.944481	8.643516	16.57804	6.853294	13.41055	8.102937	10.04068	13.80364	7.712446	39.86567	9.819885	14.34563	7.054199	8.548327	13.00876	18.68758	5.174392	5.901161	6.966887	12.44586	6.370782	12.29657	17.22366	10.45191	8.324534	9.286581	9.335848	13.48633	12.08651	13.37649	5.343707	13.20842	15.85522	22.26351	5.562618	8.849877	9.34146	4.231749	10.30988	8.870641	8.874877	21.24779	7.416179	7.218044	7.618346	9.202433	10.01924	12.79516	7.101714	5.658239	11.46017	14.48642	21.20284	12.0293	17.64812	5.818497	6.440495	12.21091	4.558235	15.29134	6.12968	5.972502	15.54733	14.55044	8.397847	7.739587	5.358082	5.850002	7.620545	11.60215	21.58795	8.25475	23.13309	12.39484	8.000128	6.070453	8.831495	10.29878	5.836824	10.81597	7.112055	11.30188	12.0637	9.67427	16.92837	9.374317	8.89829	11.54623	7.820338	8.055897	28.44918	10.35793	10.4206	8.529817	6.603322	8.910027	16.73133	16.95899	9.235934	9.688943	10.19041	7.03545	6.892467	12.96343	6.879918	7.335495	12.62025	6.572299	7.967256	20.84465	17.59924	7.884455	9.389186	10.15123	9.67234	15.03894	11.07836	13.38688	8.761819	15.70946	11.74181	7.307288	5.5423	7.434637	6.706309	11.40319	14.76914	13.95522	22.96192	8.818521	4.003399	3.423528	11.15733	9.008701	10.99401	14.92913
ATG5	4.991382	5.64333	7.078528	9.011737	4.112273	5.856514	4.648123	4.847925	5.337657	4.403322	6.337607	7.251071	7.478052	5.649813	10.2548	11.02119	17.42417	10.50224	12.1179	10.15866	10.42242	12.96651	9.502124	8.419348	13.18575	11.87312	9.250928	13.19283	6.368966	11.48582	8.085484	11.69115	11.48649	7.701305	7.088227	12.15576	6.972375	14.71858	12.80389	5.31767	7.828106	11.01327	8.595576	38.31585	7.619146	8.32291	7.371991	9.438511	10.84398	10.06405	11.22835	7.355985	6.530151	11.64323	4.449281	13.68904	8.81967	13.57344	16.24152	12.72635	15.72764	7.439763	7.681102	10.33135	8.618746	9.708444	8.982522	7.467999	11.34991	6.446012	14.54566	6.132533	10.49707	8.96837	6.077687	9.593104	10.00757	15.41786	12.22917	11.4541	8.743525	6.650119	27.60407	7.042056	3.986163	11.17067	26.62092	11.26539	12.13367	5.915913	7.804009	6.026219	10.67832	10.92514	13.34416	8.217647	10.45362	10.03454	13.71905	9.258505	12.01839	11.49101	9.092555	8.496862	10.62679	6.589583	11.50507	6.812747	10.4427	8.691789	11.61711	6.74025	10.80439	7.557547	12.80793	7.286058	10.39924	7.564931	13.58117	8.165171	4.169724	8.182023	8.715557	10.53935	9.108112	8.255542	8.839121	6.749192	10.0599	9.420546	9.455299	10.74387	11.66074	14.52034	5.939039	4.411878	7.96666	7.676198	9.842262	12.18617	7.734383	10.319	10.10176	5.960221	10.37857	13.37513	6.6931	7.894783	8.790265	11.57449	12.16202	8.54062	8.386819	13.82837	12.39066	5.932328	7.837712	12.08991	16.58506	8.378805	9.934929	9.521867
ATG7	2.229743	2.311068	3.814209	3.123039	2.3725	1.862761	1.741152	1.610827	2.333069	1.582011	2.406297	3.185471	3.432258	2.097007	3.822546	2.326507	2.890846	1.987261	2.075388	1.917585	2.348578	2.073037	1.7834	2.476374	2.432946	1.624318	2.087215	1.9897	2.925287	3.028769	1.745927	2.227474	3.531446	4.440439	2.747709	5.714153	2.878606	6.059589	2.798742	2.475166	2.391622	2.190017	2.383855	3.521543	2.367994	2.1035	3.841127	2.085022	8.068388	1.263521	1.865619	3.142859	2.989645	1.792912	1.966845	2.776738	2.925034	2.562586	5.381853	3.199177	1.45434	1.841809	2.362677	3.665571	2.145629	2.949841	2.204765	4.796036	3.699797	3.673878	2.225632	3.196617	1.347976	2.348152	2.519462	2.7521	1.764952	1.56093	4.850042	2.609232	3.842348	1.089958	3.859894	2.144154	2.232178	2.999502	2.099938	2.167938	2.082853	1.733236	2.546969	3.167461	2.674418	2.905635	3.347917	1.836467	2.47825	2.49522	2.111994	2.191079	3.37905	3.773171	3.620861	1.939202	2.478017	2.254322	4.007226	2.567725	1.36637	4.978249	1.606443	1.994634	2.074669	2.126951	2.004782	3.035499	1.780233	2.791404	1.64655	3.46732	2.054899	2.331224	2.259665	3.565008	2.60578	2.762501	3.666295	3.160426	2.400819	2.02092	1.292738	4.13948	1.909081	2.820344	3.518369	2.017985	1.331488	2.564407	1.928104	1.920215	2.597491	1.837437	2.231988	2.756268	3.04646	1.494305	2.795818	2.316095	3.656302	4.023475	2.098362	3.030387	1.527431	3.001966	3.70374	2.634249	4.517722	1.609707	2.782332	1.885925	3.144115	2.009387
ATG9A	10.92626	8.996037	9.588654	9.442009	9.564775	8.164197	12.44853	10.22663	10.50008	4.120429	8.588402	9.085344	14.08605	8.724065	8.05551	14.64449	20.71463	6.240136	11.53042	8.541786	13.17937	12.22634	11.27768	14.60292	9.103503	17.22786	12.45791	13.8657	7.795866	12.78378	7.502411	12.85198	15.89335	10.52996	6.545013	12.18197	14.77319	12.43455	15.60117	9.43654	13.59321	8.352661	10.97807	4.90871	19.12187	11.33569	10.26838	8.771867	17.03935	5.458483	13.58574	12.1007	10.68159	12.98218	8.016966	23.41046	12.40444	9.624781	10.34954	11.69707	12.00717	6.169863	14.06884	7.797266	11.78547	12.10346	13.48768	12.04016	14.9218	11.23465	12.83353	14.15624	20.3189	10.4331	15.0763	15.29765	9.704468	8.368094	5.111275	13.97142	11.94919	7.904594	4.772019	16.85193	20.56419	10.34241	2.846256	15.48481	8.541566	6.968649	16.62335	15.59196	15.89129	13.61919	11.95473	9.041924	9.368688	14.30005	7.02089	12.99216	11.93402	19.11803	11.76999	8.078276	7.90128	14.11861	8.933282	6.48956	19.39441	12.97008	7.522906	9.950238	17.63004	14.12502	13.56591	22.3801	10.12305	10.3413	13.2435	11.17367	6.65927	20.30502	8.947322	14.81895	8.961458	14.87308	10.16728	10.33736	17.46551	10.84822	13.48202	11.73347	16.41551	19.41471	11.91554	17.97724	6.132245	14.29155	9.516453	15.50205	14.66149	12.03098	15.55714	15.88207	10.48826	18.80784	11.49697	8.668036	9.825113	10.78542	11.77069	11.011	6.570161	6.500059	7.470882	11.4865	9.718612	16.34413	12.91098	12.05285	18.15581	18.044
ATG9B	1.385755	1.044394	0.854857	0.3441696	13.87715	0.2784588	0.04781017	1.201687	2.909535	0.02971938	2.619023	1.05828	0.265495	0.6532992	1.664642	0.2526833	0.1708025	0.8407937	10.43534	0.4800342	0.05836908	0.2136042	0.5892041	0.5142082	3.719512	0.1329834	0.5229423	0.3976162	0.4803268	0.1475504	10.18637	0.4041326	0.1229283	0.2141467	6.379414	0.9637414	0.2087964	0.7204263	0.4000166	4.257767	0.06121223	0.2199535	0.4957242	0.1246299	0.2801048	0.3276302	0.8363211	1.550107	1.429421	4.489479	6.240161	0.4637774	14.78282	0.2323109	2.828841	0.9332519	0.9433797	0.3441376	0.314256	0.4508851	0.1775174	0.3161465	1.589558	0.289383	1.27206	0.1233889	1.79707	1.167684	0.1516713	1.030714	0.3431643	0.2046654	0.4847959	1.544058	1.974056	0.6031598	0.4178052	0.8311147	0.2880299	0.2058668	5.753728	1.128093	0.07499966	0.3805947	0.3413833	0.159249	1.687314	0.6470896	2.518101	0.4023884	3.505449	0.3615375	0.1173748	0.3861421	0.1976791	6.94524	0.63033	0.1516656	0.3479126	0.6179611	0.1219192	0.2492415	0.3699391	1.514771	1.304856	0.953828	2.277413	0.6394327	1.715123	0.197621	0.2623447	0.04615152	0.5773812	3.167764	0.0856951	0.3726288	0.2388396	1.799192	1.598456	0.3088617	2.263519	0.7105724	3.457273	2.874561	1.361372	0.8222654	1.678433	0.6845966	1.687539	4.026712	1.363887	0.1812137	0.7146047	0.3006481	2.467492	0.1633877	0.9548466	0.192159	0.2617944	1.199668	0.7420959	0.20037	0.994825	0.5307589	0.7850108	0.4083553	5.117226	0.6282853	0.2469363	0.1035153	1.157754	1.227829	3.520663	0.3181355	0.6734359	2.772705	0.1658366	0.1314527	0.5929	0.6011167	0.4138553	0.6288542
ATIC	11.00741	10.44801	13.60811	13.53206	11.26854	7.304641	10.54817	6.925907	13.33322	6.165202	8.836814	14.03888	15.24906	6.636621	11.98679	20.62402	38.60112	14.27789	13.44801	20.09722	11.72863	23.05824	23.07567	24.99249	14.09931	26.1123	17.14997	29.42098	29.25319	20.44151	13.68146	26.66392	19.95088	25.48173	9.065383	30.43319	19.3146	28.43862	17.01165	10.14942	41.03295	10.61332	12.02798	22.12764	21.79827	23.03214	11.93593	14.30434	20.03698	8.819914	18.6447	26.25751	14.56076	25.0338	28.82698	15.81578	20.71299	12.81994	21.75797	20.25701	22.14639	10.71057	16.555	15.07645	14.55724	18.36101	18.23743	29.26097	44.74176	15.56109	34.41079	19.15405	17.65465	17.55078	16.51522	25.14743	21.73218	16.33803	14.24545	19.88927	9.149818	10.50973	21.45556	12.46951	35.55864	30.47397	13.88499	27.39669	15.19466	12.52354	17.71866	16.15408	15.01567	14.55486	12.03933	8.227863	16.97673	22.89984	14.04977	23.88957	19.40691	27.16126	22.31109	15.17325	20.1368	22.81039	15.58854	22.49303	26.07993	38.86656	13.65003	21.49082	17.89977	14.35925	30.84481	16.8653	20.89064	18.62994	22.1611	11.43254	22.59882	16.24756	12.38301	8.837509	26.23368	18.99755	20.87065	14.35916	24.04711	10.85327	11.26856	21.19488	23.1755	19.78151	9.575601	12.20056	7.654865	13.90423	12.18723	23.39774	13.59347	9.707019	27.43129	12.14095	18.23525	14.51662	14.31762	17.03523	22.90473	23.32999	12.37063	14.15893	15.28801	12.12089	11.09149	12.53465	22.7592	17.32012	14.36084	12.94106	41.00268	25.07023
BAG1	11.90353	19.74175	13.25333	27.31487	23.03318	15.85889	8.159588	10.79151	11.96989	9.162904	14.79327	16.02995	11.66494	13.6217	20.76768	5.600892	7.679512	15.24693	9.814456	13.11731	4.625796	10.85971	8.771844	15.12924	9.790768	7.884619	5.061261	7.132002	11.80334	15.69448	9.939988	16.02562	11.42138	9.307647	12.30925	14.92189	9.513764	17.63372	8.693321	20.97658	20.96618	14.65714	4.734193	5.367453	5.143068	14.92464	7.556702	10.05155	10.64411	8.182147	12.83949	14.48718	10.68565	17.69335	23.57138	8.316783	7.272352	12.47013	15.99846	13.15752	4.843439	9.148365	22.51077	13.10751	10.56168	5.776623	12.70823	10.6014	53.54845	7.871515	6.582752	7.675168	11.80232	17.67021	8.014649	7.969828	7.123982	7.924826	28.87649	11.01677	14.33141	2.374328	10.32627	12.21936	15.62149	10.4819	7.586661	10.69313	10.6413	8.541122	5.844224	3.949177	5.2395	6.603452	14.64945	6.99856	4.677022	5.43426	15.72406	10.79773	12.16755	15.42162	12.27501	9.403266	7.223329	13.68207	8.022667	39.2338	12.6806	11.88352	6.992536	11.21186	6.869649	10.56088	5.642387	14.22538	8.237685	10.90286	11.75539	3.971382	10.74467	24.42965	8.49688	12.9819	11.90107	34.81225	18.42491	8.447914	7.007661	9.768844	9.905789	8.130459	6.497518	5.376781	8.799432	6.137415	18.57282	5.556048	9.549792	9.20933	6.200378	9.304882	5.510454	18.88132	12.64018	9.266291	16.50072	5.593883	8.359354	7.302355	6.831703	11.44357	20.59415	14.62289	16.3626	8.247931	12.85784	1.957435	6.259565	7.663814	4.953965	20.54452
